001,62.052,0.255
009,64.198,0.782
017,68.006,0.799
025,75.518,1.107
033,87.239,0.523
041,104.942,0.565
049,134.887,0.905
057,168.874,1.245
065,215.236,0.988
073,274.025,1.172
081,356.399,1.883
089,416.099,2.551
097,529.099,2.472
105,646.475,3.385
113,762.647,2.408
121,941.876,4.847
129,1103.773,5.559
137,1314.338,7.051
145,1512.880,5.186
153,1621.043,6.746
161,2095.182,9.759
169,2287.566,9.803
177,2314.257,9.847
185,2654.296,12.678
193,2985.383,13.173
201,3416.288,14.953
209,3865.073,14.002
217,4798.711,18.869
225,4653.426,14.433
233,5166.065,19.254
241,6221.663,14.259
249,6959.212,17.199
